nCharged,nChargedNonMuon,nTracks,nTracksNonMuon,totalCharge,sumPtChargedNonMuon,nRecoTracks,visibleEnergy,visiblePx,visiblePy,visiblePz,visiblePt,invMass,recoilMass,totalEnergy,mu1_E,mu1_px,mu1_py,mu1_pz,mu1_pt,mu1_charge,mu2_E,mu2_px,mu2_py,mu2_pz,mu2_pt,mu2_charge,dimuon_px,dimuon_py,dimuon_pz,dimuon_pt,missingEnergy,missingPx,missingPy,missingPz,met,process_id,weight,process_type,process_group
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.29382,-59.575005,0.28624505,15.003189,59.57569,92.016106,125.90813,110.22821,62.216274,-31.679003,1.0063467,53.537586,31.694983,1.0,48.01194,-27.353142,-0.7513456,-39.450832,27.363459,-1.0,-59.032143,0.25500113,14.086754,59.032692,138.70618,59.575005,-0.28624505,-15.003189,59.57569,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.26465,-16.675777,-23.615438,-51.522438,28.909695,91.91535,127.73452,109.26465,33.019463,-4.0465937,-22.670061,23.663454,23.028387,1.0,76.245186,-12.629185,-0.9453772,-75.18589,12.664519,-1.0,-16.675777,-23.615438,-51.522438,28.909695,140.73535,16.675777,23.615438,51.522438,28.909695,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.80503,-25.999594,-13.1465,-57.378464,29.134333,88.97217,124.55333,109.80503,47.25722,-27.39455,-38.506054,-0.21942528,47.256508,1.0,62.54781,1.3949561,25.359554,-57.15904,25.397892,-1.0,-25.999594,-13.1465,-57.378464,29.134333,140.19498,25.999594,13.1465,57.378464,29.134333,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.23584,-14.390265,19.851265,55.954056,24.518412,89.36789,127.955185,108.22818,81.2813,-29.745195,11.259717,74.80022,31.804998,-1.0,26.946878,14.111445,11.000516,-20.148708,17.892574,1.0,-15.63375,22.260233,54.65151,27.201693,138.76416,14.390265,-19.851265,-55.954056,24.518412,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,117.426956,11.306141,14.2083645,41.10193,18.15782,90.2481,154.53064,93.53,56.975063,43.8774,26.232489,25.154896,51.121128,-1.0,36.554935,-33.577885,-12.079145,-7.928652,35.684452,1.0,10.299515,14.153343,17.226244,17.504204,132.57304,-11.306141,-14.2083645,-41.10193,18.15782,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,112.1551,-41.659927,42.159252,-7.1556416,59.27016,31.436111,204.0889,43.6719,34.848614,14.120787,5.8354836,31.320227,15.279054,-1.0,8.823288,-6.25554,4.7456527,-4.02218,7.8519425,1.0,7.865247,10.581137,27.298046,13.184178,137.84491,41.659927,-42.159252,7.1556416,59.27016,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.836754,-10.732493,-50.625134,26.173302,51.75027,84.81252,136.6687,102.02966,75.18126,-4.7878637,-61.94412,42.334435,62.12888,-1.0,26.8484,-3.480608,8.504022,-25.226656,9.188744,1.0,-8.268472,-53.440098,17.107779,54.07598,138.16324,10.732493,50.625134,-26.173302,51.75027,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.70412,-7.631092,-45.266544,-38.11969,45.90527,93.24696,125.86874,110.70412,82.09639,-30.643988,-57.822155,-49.571583,65.440475,1.0,28.607725,23.012896,12.55561,11.451892,26.2152,-1.0,-7.631092,-45.266544,-38.11969,45.90527,139.29588,7.631092,45.266544,38.11969,45.90527,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.08525,-9.376772,-60.31572,4.4034843,61.040234,90.65161,126.72725,109.31584,69.21015,9.282566,-55.3964,40.436356,56.16874,1.0,40.105686,-18.313457,-4.810348,-35.35427,18.93468,-1.0,-9.030891,-60.20675,5.0820847,60.880287,139.91475,9.376772,60.31572,-4.4034843,61.040234,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,99.44408,16.36775,10.451324,-30.483252,19.419924,87.849525,149.74446,95.58827,56.742836,36.55778,41.828106,-11.561493,55.552334,-1.0,38.845432,-19.742702,-27.547478,-18.981842,33.89156,1.0,16.815079,14.280628,-30.543335,22.060898,150.55592,-16.36775,-10.451324,30.483252,19.419924,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,105.44174,-21.296206,57.164497,-8.877739,61.002525,85.06697,131.47537,104.90123,57.043118,-1.7915947,33.36345,-46.23384,33.41152,-1.0,47.858116,-19.294695,23.529799,36.938366,30.429207,1.0,-21.08629,56.89325,-9.295475,60.675148,144.55826,21.296206,-57.164497,8.877739,61.002525,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.94277,48.20941,-18.998732,24.615786,51.817944,91.43635,129.95853,107.94277,61.638157,56.9062,22.751944,6.578465,61.285942,-1.0,46.304615,-8.69679,-41.750675,18.037321,42.64684,1.0,48.20941,-18.998732,24.615786,51.817944,142.05722,-48.20941,18.998732,-24.615786,51.817944,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.125305,-37.345104,7.997134,-51.19141,38.191765,88.482544,125.56476,109.125305,63.633305,-62.033268,5.516616,-13.062107,62.27808,1.0,45.492,24.688164,2.4805186,-38.129303,24.812464,-1.0,-37.345104,7.997134,-51.19141,38.191765,140.8747,37.345104,-7.997134,51.19141,38.191765,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,119.91799,32.314754,23.389828,58.2089,39.891445,90.29479,130.32027,107.339554,82.45573,32.699516,27.664566,70.45808,42.832073,1.0,24.88383,-6.042912,-8.729539,-22.504751,10.617044,-1.0,26.656605,18.935028,47.953323,32.697247,130.082,-32.314754,-23.389828,-58.2089,39.891445,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,113.81842,-9.476482,-35.551216,-37.121075,36.79256,101.10868,125.752754,113.81842,51.113575,37.241028,-34.693474,4.695385,50.897263,1.0,62.704845,-46.71751,-0.8577431,-41.81646,46.725384,-1.0,-9.476482,-35.551216,-37.121075,36.79256,136.18158,9.476482,35.551216,37.121075,36.79256,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,106.77696,19.778154,-40.600224,41.010002,45.16142,87.63529,129.5819,106.77696,71.47936,19.42552,-16.486544,66.78415,25.47856,1.0,35.297596,0.35263377,-24.11368,-25.774147,24.116259,-1.0,19.778154,-40.600224,41.010002,45.16142,143.22304,-19.778154,40.600224,-41.010002,45.16142,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,112.04844,38.845978,-47.181847,9.416258,61.115765,90.57041,127.65962,108.81204,54.929577,-7.2008524,-48.929703,-23.901268,49.45673,1.0,53.88246,43.944324,1.6577566,31.135962,43.975582,-1.0,36.743473,-47.271946,7.2346935,59.872528,137.95157,-38.845978,47.181847,-9.416258,61.115765,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.885185,1.342907,56.97982,21.729,56.995644,85.84106,143.30574,98.66431,67.037224,25.676983,61.02445,10.520384,66.20643,-1.0,31.62708,-27.592636,-14.793299,4.478565,31.30807,1.0,-1.9156532,46.231148,14.998949,46.27082,138.1148,-1.342907,-56.97982,-21.729,56.995644,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.97574,50.526882,-29.068932,23.613424,58.2921,90.21696,125.10489,109.97574,67.64492,61.00213,11.826182,26.73383,62.137897,1.0,42.330814,-10.475245,-40.895115,-3.1204052,42.215416,-1.0,50.526882,-29.068932,23.613424,58.2921,140.02426,-50.526882,29.068932,-23.613424,58.2921,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.06314035e+09,4.0,112.36863,50.801792,-6.1271944,-39.26757,51.169956,90.33623,123.045,111.04112,41.395977,31.145048,-0.7662535,27.258135,31.154472,1.0,69.64515,19.688791,-5.52651,-66.57504,20.449715,-1.0,50.83384,-6.292763,-39.31691,51.22185,137.63138,-50.801792,6.1271944,39.26757,51.169956,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,113.33412,7.437532,29.850658,54.86978,30.76327,91.536385,126.1928,109.90857,69.07867,16.144222,60.461548,29.250767,62.579826,-1.0,40.829906,-9.00401,-31.821903,23.944849,33.07122,1.0,7.140212,28.639645,53.195618,29.516298,136.66588,-7.437532,-29.850658,-54.86978,30.76327,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.8989,14.026733,-56.696617,7.310102,58.405956,93.66501,126.917564,110.33013,82.11299,20.200985,-79.22572,-7.597884,81.7606,-1.0,28.21714,-6.2946334,23.082693,14.958421,23.925575,1.0,13.906351,-56.14303,7.3605366,57.83966,139.1011,-14.026733,56.696617,-7.310102,58.405956,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.02345,-25.279175,55.336514,-3.7228165,60.83721,91.59767,126.00956,110.02345,58.522068,-33.79639,22.264088,-42.27206,40.4708,-1.0,51.50138,8.517215,33.072426,38.549244,34.15155,1.0,-25.279175,55.336514,-3.7228165,60.83721,139.97655,25.279175,-55.336514,3.7228165,60.83721,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,104.413864,36.864216,41.009937,-10.101345,55.14332,87.6881,134.85916,104.00442,57.77889,21.586727,42.08228,33.188484,47.29593,-1.0,46.22553,15.19102,-1.2669787,-43.639523,15.243764,1.0,36.77775,40.8153,-10.451038,54.9408,145.58614,-36.864216,-41.009937,10.101345,55.14332,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.578094,50.78985,-18.872408,29.862877,54.182804,90.34442,126.32293,109.40926,78.03712,43.926487,-23.755993,59.965736,49.938797,-1.0,31.372147,6.7685943,4.9347925,-30.232862,8.376517,1.0,50.69508,-18.821201,29.732874,54.076138,140.4219,-50.78985,18.872408,-29.862877,54.182804,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.09235,60.895576,-18.907272,-0.96432495,63.763283,89.922195,124.510735,110.16615,71.03876,60.35169,-2.2870104,-37.402264,60.395004,1.0,39.1274,0.51106113,-16.234507,35.596542,16.242548,-1.0,60.86275,-18.521517,-1.8057213,63.61856,138.90765,-60.895576,18.907272,0.96432495,63.763283,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,134.40068,-38.374474,-6.417844,21.25327,38.90744,94.6158,125.481636,111.41302,74.271416,-68.89073,5.8675528,27.126783,69.14015,1.0,37.1416,30.575714,-12.4382105,17.026318,33.00884,-1.0,-38.315018,-6.5706577,44.1531,38.874336,115.59932,38.374474,6.417844,-21.25327,38.90744,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,104.4603,9.218349,-39.614285,-38.800556,40.672714,88.046585,134.24623,104.4603,37.607674,-4.1119885,-27.296043,25.540852,27.604029,1.0,66.85262,13.3303385,-12.318242,-64.34141,18.1504,-1.0,9.218349,-39.614285,-38.800556,40.672714,145.5397,-9.218349,39.614285,38.800556,40.672714,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,103.31738,-30.335526,39.513367,9.96142,49.815163,89.965,137.60454,103.31738,72.95884,-58.241142,43.927494,-1.1477512,72.94968,-1.0,30.358541,27.905617,-4.414126,11.109171,28.252575,1.0,-30.335526,39.513367,9.96142,49.815163,146.68262,30.335526,-39.513367,-9.96142,49.815163,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.073555,-28.20723,14.383294,55.30205,31.662706,89.71563,124.67882,110.00818,81.53894,-52.038155,29.869959,55.212276,60.001534,-1.0,28.469234,23.87306,-15.509765,0.045447942,28.468857,1.0,-28.165094,14.360194,55.257725,31.614676,139.92645,28.20723,-14.383294,-55.30205,31.662706,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.27013,45.338005,38.227123,6.160386,59.303017,92.761536,126.37104,110.27013,75.95886,30.761322,69.26773,5.044956,75.79101,-1.0,34.31126,14.576683,-31.040607,1.1154299,34.292843,1.0,45.338005,38.227123,6.160386,59.303017,139.72987,-45.338005,-38.227123,-6.160386,59.303017,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.29562,-27.800934,-53.072113,-22.577248,59.912777,88.579124,125.29344,109.29562,85.72451,-35.69261,-75.18792,-20.530123,83.22971,1.0,23.571117,7.8916774,22.115805,-2.0471253,23.48164,-1.0,-27.800934,-53.072113,-22.577248,59.912777,140.70438,27.800934,53.072113,22.577248,59.912777,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.171524,47.937008,18.694445,-34.652718,51.45327,90.65217,126.06219,109.65228,49.513992,20.747252,42.73956,13.946235,47.50914,-1.0,60.13829,26.962414,-23.833353,-48.18292,35.986115,1.0,47.709663,18.906206,-34.236683,51.319164,139.82848,-47.937008,-18.694445,34.652718,51.45327,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.0534718e+09,4.0,112.927475,-2.0645878,-44.14846,43.59407,44.19671,92.97302,124.64855,111.21344,75.4036,-37.582905,-45.315033,47.114296,58.872124,1.0,35.80984,35.433823,1.158577,-5.042503,35.45276,-1.0,-2.1490822,-44.156456,42.071793,44.20872,137.07253,2.0645878,44.14846,-43.59407,44.19671,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,115.20151,48.111782,1.381351,-7.3534336,48.13161,88.48144,147.77716,96.98175,56.53589,33.000874,-45.03089,-8.913392,55.828655,1.0,40.44586,6.120185,38.503323,10.765024,38.9867,-1.0,39.12106,-6.527569,1.8516321,39.6619,134.7985,-48.111782,-1.381351,7.3534336,48.13161,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,100.32908,-32.867783,7.915388,-22.738518,33.80746,91.68391,144.01875,100.32908,44.076714,-27.969412,-26.320108,21.626396,38.4062,-1.0,56.252365,-4.8983717,34.235497,-44.364914,34.58415,1.0,-32.867783,7.915388,-22.738518,33.80746,149.67093,32.867783,-7.915388,22.738518,33.80746,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.0671299e+09,4.0,117.10349,2.1207726,32.025204,51.93607,32.09535,90.63343,125.87703,109.738785,70.07092,17.458307,62.305416,26.891582,64.705154,1.0,39.667862,-14.383635,-27.796892,24.371367,31.297861,-1.0,3.0746727,34.508522,51.262947,34.645226,132.89651,-2.1207726,-32.025204,-51.93607,32.09535,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.19058,39.53288,-23.615902,-36.113785,46.04953,91.62155,129.49585,108.25067,76.18852,36.549335,-13.109999,-65.55109,38.82945,1.0,32.06215,2.5389943,-10.328616,30.246239,10.636108,-1.0,39.08833,-23.438614,-35.304848,45.577034,140.80942,-39.53288,23.615902,36.113785,46.04953,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,97.60435,14.162268,20.680428,-31.479683,25.064913,88.9235,146.98712,97.60435,46.573944,7.222736,44.02699,13.362969,44.61551,-1.0,51.030403,6.939532,-23.346561,-44.84265,24.356089,1.0,14.162268,20.680428,-31.479683,25.064913,152.39566,-14.162268,-20.680428,31.479683,25.064913,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,108.77239,-54.095963,-13.794942,30.895033,55.827175,88.09232,125.9923,108.77239,79.03657,-47.85729,-26.511467,57.04018,54.70994,-1.0,29.735826,-6.238676,12.716525,-26.145147,14.164431,1.0,-54.095963,-13.794942,30.895033,55.827175,141.2276,54.095963,13.794942,-30.895033,55.827175,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,1.0,1.0445618e+09,3.0,110.849815,-48.333286,21.728022,-23.274391,52.99258,91.1896,128.8275,108.438034,72.876236,-38.850376,17.27787,-59.18656,42.51913,1.0,35.5618,-9.5065565,4.3950725,33.98427,10.47336,-1.0,-48.356934,21.672943,-25.202293,52.9916,139.15018,48.333286,-21.728022,23.274391,52.99258,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.445114,-20.427597,58.730206,10.593231,62.181377,90.076675,124.86391,110.04562,79.00237,-15.767913,75.87614,-15.347352,77.49719,1.0,31.043251,-4.614251,-16.923306,25.611998,17.541082,-1.0,-20.382164,58.95283,10.264646,62.37683,139.55489,20.427597,-58.730206,-10.593231,62.181377,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.28801,-59.564034,11.507038,1.4755249,60.66536,91.797195,126.01212,110.09534,80.16583,-75.003365,14.689479,-24.19206,76.42831,-1.0,29.929508,15.340426,-3.162404,25.503462,15.662997,1.0,-59.662937,11.527075,1.3114014,60.76627,139.71199,59.564034,-11.507038,-1.4755249,60.66536,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,108.47077,33.93327,-25.770046,36.65008,42.609413,81.122025,154.4805,90.43311,58.26238,41.682106,-5.254155,40.366833,42.01195,-1.0,32.170734,-20.610569,-18.62803,-16.221508,27.781273,1.0,21.071537,-23.882187,24.145325,31.849154,141.52924,-33.93327,25.770046,-36.65008,42.609413,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.41977,-38.72402,16.199827,-44.15396,41.97599,84.93117,130.29187,105.47466,82.354324,-45.72359,6.936762,-68.14286,46.246788,1.0,23.12034,7.358841,7.0215764,20.76236,10.171287,-1.0,-38.36475,13.958338,-47.3805,40.825104,140.58023,38.72402,-16.199827,44.15396,41.97599,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,108.58467,-51.456276,-1.8134632,-42.2864,51.48822,74.206474,152.60408,89.437195,57.209984,-53.724144,-11.53622,-15.92465,54.948776,1.0,32.227207,20.19547,13.778242,-20.997053,24.447842,-1.0,-33.52867,2.2420225,-36.921703,33.603546,141.41533,51.456276,1.8134632,42.2864,51.48822,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,108.68016,-55.213802,27.311947,-7.0395393,61.599564,89.25982,126.99306,108.68016,75.23772,-64.606766,13.623582,-36.070183,66.02754,-1.0,33.442444,9.392964,13.688364,29.030643,16.601177,1.0,-55.213802,27.311947,-7.0395393,61.599564,141.31984,55.213802,-27.311947,7.0395393,61.599564,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.449104,31.258957,-6.6194496,44.96038,31.952145,92.1124,131.59668,107.334015,51.26844,42.090763,-28.744202,-5.529194,50.96922,1.0,56.06557,-10.793327,22.092798,50.385918,24.588364,-1.0,31.297436,-6.6514034,44.856724,31.996416,142.5509,-31.258957,6.6194496,-44.96038,31.952145,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,108.65704,-58.40922,0.43704796,12.759989,58.410854,90.72876,128.07492,108.65704,72.372604,-66.066864,-28.519123,-7.720301,71.95951,1.0,36.284443,7.657641,28.956171,20.48029,29.951616,-1.0,-58.40922,0.43704796,12.759989,58.410854,141.34296,58.40922,-0.43704796,-12.759989,58.410854,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,112.662125,-3.8089066,-45.692486,32.370766,45.850964,90.66124,127.9482,108.69744,82.901085,-19.752426,-67.62363,43.697342,70.44936,-1.0,25.796354,14.875191,19.226332,-8.631877,24.30891,1.0,-4.8772354,-48.397293,35.065464,48.642426,137.33788,3.8089066,45.692486,-32.370766,45.850964,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,1.0,1.05066835e+09,3.0,131.05629,17.69896,-12.709572,-23.275581,21.789593,91.30556,134.60718,105.43523,41.210583,25.922716,-29.169413,13.245789,39.023605,-1.0,64.22464,-8.813799,16.422184,-61.46067,18.637896,1.0,17.108917,-12.747229,-48.21488,21.335579,118.94371,-17.69896,12.709572,23.275581,21.789593,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.919556,-37.984417,-45.8958,3.9493256,59.5755,93.47893,125.612625,110.919556,60.900826,-22.344215,-29.322096,48.475166,36.865284,-1.0,50.01873,-15.640201,-16.573706,-44.52584,22.788233,1.0,-37.984417,-45.8958,3.9493256,59.5755,139.08044,37.984417,45.8958,-3.9493256,59.5755,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.28383,49.7894,26.644163,-16.815971,56.470306,87.558426,132.62244,105.15553,61.487255,20.07625,26.615831,-51.664345,33.33854,-1.0,43.668278,28.310886,0.043319043,33.247414,28.310919,1.0,48.38714,26.659151,-18.416931,55.24514,142.71617,-49.7894,-26.644163,16.815971,56.470306,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.10878,-39.86715,42.60887,-16.693256,58.35157,91.8715,126.03961,110.10878,55.423603,-44.215626,14.587972,30.065361,46.559967,-1.0,54.685173,4.3484745,28.020899,-46.758617,28.356304,1.0,-39.86715,42.60887,-16.693256,58.35157,139.89122,39.86715,-42.60887,16.693256,58.35157,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.20433,-26.720661,-41.265717,-37.08847,49.1615,87.748024,131.47252,105.829384,63.670742,-23.077963,-59.315434,1.7410021,63.646782,1.0,42.15864,-4.3307834,20.257559,-36.717937,20.715317,-1.0,-27.408747,-39.057877,-34.976936,47.715374,140.79567,26.720661,41.265717,37.08847,49.1615,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,100.48763,-1.3564854,25.165018,38.69049,25.201551,69.06123,174.89688,73.36107,40.337868,10.204366,31.556736,22.960129,33.165596,1.0,33.0232,-18.077776,-27.634708,0.1703646,33.022465,-1.0,-7.87341,3.9220276,23.130493,8.7961855,149.51236,1.3564854,-25.165018,-38.69049,25.201551,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.61211,23.663181,-18.410582,52.331226,29.981588,91.34872,127.28962,109.28388,83.390114,43.491253,-19.301952,68.48238,47.58208,1.0,25.893766,-19.996923,0.9716723,-16.420918,20.020517,-1.0,23.49433,-18.33028,52.061466,29.799038,140.3879,-23.663181,18.410582,-52.331226,29.981588,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.0722905e+09,4.0,114.32514,4.7438955,-50.585083,-31.813063,50.807037,92.44883,126.027794,110.32756,69.01214,8.555342,-68.3156,4.737146,68.84922,-1.0,41.315422,-3.8800707,17.75811,-37.10174,18.177057,1.0,4.675271,-50.557487,-32.364597,50.773197,135.67487,-4.7438955,50.585083,31.813063,50.807037,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,118.316124,43.018345,-35.288704,6.6457915,55.64055,85.1393,138.2102,101.293274,56.18848,10.928431,-50.171875,-22.813995,51.348297,1.0,45.104797,27.691303,12.617412,33.292877,30.430368,-1.0,38.619736,-37.554462,10.478882,53.86856,131.68387,-43.018345,35.288704,-6.6457915,55.64055,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.0670029e+09,4.0,109.27031,-21.231731,11.177665,46.226967,23.994305,89.5756,134.24698,105.003075,36.340195,1.9747508,34.58475,-10.981135,34.641083,-1.0,68.66288,-23.168726,-23.399607,60.251472,32.929188,1.0,-21.193975,11.185144,49.270336,23.964392,140.72969,21.231731,-11.177665,-46.226967,23.994305,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,105.56258,-22.10579,-29.8811,-38.678658,37.169155,90.91685,134.10661,105.56258,76.39621,-39.5002,-23.23184,-61.12591,45.825584,-1.0,29.166365,17.39441,-6.64926,22.447256,18.62198,1.0,-22.10579,-29.8811,-38.678658,37.169155,144.43742,22.10579,29.8811,38.678658,37.169155,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,105.894646,-4.646969,-67.1938,-38.739113,67.354294,65.95586,139.33098,94.87411,69.58681,-21.569433,-63.46752,-18.679878,67.03258,1.0,25.287298,19.601461,4.403363,-15.356465,20.08997,-1.0,-1.9679718,-59.06416,-34.036343,59.096935,144.10535,4.646969,67.1938,38.739113,67.354294,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.995125,-9.492228,27.188574,57.026936,28.797932,88.975075,124.94438,109.61093,82.00389,-25.898855,49.54201,59.995476,55.903145,-1.0,27.60704,16.17376,-22.177885,-2.946205,27.449026,1.0,-9.725096,27.364126,57.04927,29.040884,140.00488,9.492228,-27.188574,-57.026936,28.797932,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,103.64884,21.638191,-35.200233,29.669346,41.319096,90.30805,137.22655,103.64884,71.20581,51.55177,-28.288933,40.154686,58.803474,-1.0,32.44303,-29.913578,-6.911301,-10.485341,30.7016,1.0,21.638191,-35.200233,29.669346,41.319096,146.35117,-21.638191,35.200233,-29.669346,41.319096,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,112.065926,45.62458,-13.765421,-38.59634,47.655945,91.89387,125.20011,110.53883,74.02325,27.114962,-43.50088,-53.40294,51.259613,1.0,36.515583,17.788282,28.535942,14.235356,33.626225,-1.0,44.903244,-14.964939,-39.167583,47.331287,137.93408,-45.62458,13.765421,38.59634,47.655945,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,1.0,1.05395226e+09,3.0,115.09533,7.29587,-35.167976,49.94379,35.916798,95.17397,124.81017,111.96101,54.95509,-31.18207,-44.860188,5.940053,54.63294,1.0,57.005924,38.34172,9.903243,41.006027,39.60002,-1.0,7.159651,-34.956944,46.94608,35.68261,134.90466,-7.29587,35.167976,-49.94379,35.916798,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.94095,51.805954,-2.8063354,33.853718,51.88191,90.825134,125.61343,109.94095,78.06339,74.592705,-16.379942,16.170956,76.36998,-1.0,31.877552,-22.786749,13.5736065,17.682762,26.523172,1.0,51.805954,-2.8063354,33.853718,51.88191,140.05905,-51.805954,2.8063354,-33.853718,51.88191,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.41192,21.481808,52.919155,21.949198,57.11309,91.90821,125.46378,110.41192,70.21116,55.4241,43.009117,2.8234718,70.15422,1.0,40.20076,-33.94229,9.910037,19.125727,35.359413,-1.0,21.481808,52.919155,21.949198,57.11309,139.58807,-21.481808,-52.919155,-21.949198,57.11309,signal,0.0012192587939698495,signal,Signal
